"ID","DONR","PDONR","DAMT"
2,"0",0.0373527416747366,17.3260909165656
7,"1",0.0632359650806952,10.5978814627023
9,"1",0.0592480055756572,7.30389458460784
10,"0",0.0429560684962255,17.279649035274
11,"1",0.0727610892766929,14.7580789266679
13,"0",0.0302056890382223,21.4141529370909
20,"0",0.0338124527011296,17.3893326206542
24,"1",0.085359927016891,6.93837708266591
26,"0",0.0291910525590457,19.0526616667593
28,"1",0.0681824138788011,17.7085731250722
29,"1",0.0568868407042376,10.1606185922141
30,"0",0.0329836248481461,19.653858390748
42,"1",0.0691084230534097,6.17737028091279
48,"1",0.0665300289505784,13.0014015392388
50,"0",0.0418120409552675,17.3277778953095
52,"1",0.05106999956174,19.1470288859589
54,"1",0.0588374001734003,10.558960828135
55,"0",0.0364331560610377,19.1543510960834
59,"0",0.0409363445415958,21.3615084457593
66,"1",0.0705792722252266,7.03185284219273
71,"0",0.0310759877908596,20.9855384394625
75,"0",0.0260225502702509,44.8156047280911
77,"0",0.0271454743677207,27.082568533164
83,"1",0.0703762459226484,7.64673746274388
84,"0",0.050192291542842,9.53471683591198
87,"0",0.0283906557138298,22.8152493578116
88,"0",0.0238133087958179,36.6244565486929
91,"0",0.0408092778656487,19.9694410412888
94,"1",0.059897815749192,9.42607684981474
98,"0",0.0317028124080078,14.2376750463412
102,"1",0.0525710995918104,27.3820082197622
105,"1",0.0717089259617209,13.3943984510631
108,"0",0.0380555900073403,17.4968969173998
109,"1",0.0763393295346588,7.94901253256408
110,"1",0.0627595830542562,9.57881267625119
111,"0",0.0368068789549192,17.4278258277069
112,"0",0.0405171408978492,20.3986454068329
113,"0",0.0333173860508626,20.6995041875642
115,"0",0.0341551366802452,20.2548566849222
124,"1",0.0533434485297905,19.4878777797271
128,"0",0.0332668217847384,16.9712725109087
131,"1",0.0516650087532889,15.9710384936665
134,"0",0.0365085174305341,21.6534192653341
135,"0",0.0477814423554643,12.9956580619976
138,"0",0.0471934010142039,19.2375962576676
139,"1",0.0753886507191404,8.98596601068172
153,"1",0.086425513029894,14.5471137126034
160,"1",0.0536005600903479,13.3505320049149
161,"0",0.0408800316355166,18.1207426879197
170,"0",0.0408998354332935,14.6130341158415
174,"1",0.0593552541495738,7.24664347108873
175,"1",0.0739349897588561,14.9632376126837
183,"0",0.0264360783734002,42.7399802862766
190,"0",0.0353694949130859,27.4119436672077
197,"1",0.0797952083279862,9.26153298424247
198,"0",0.0283926113267608,19.8961752940276
216,"1",0.0893588361861195,12.0227749287815
217,"0",0.0365092096578483,16.2099928902974
220,"0",0.039297682407674,16.3343797863604
225,"0",0.0378289739755476,19.7995010984781
226,"0",0.0349198172518231,40.0318870635593
229,"0",0.0308289479222017,35.1801155668842
233,"0",0.0487379565082013,18.022859448997
234,"1",0.0788346593657355,5.81590587613417
235,"0",0.0342400135873236,16.7921343211687
238,"1",0.0636077506658412,9.17203523741406
240,"1",0.0595010792986557,13.8101054151531
241,"1",0.0928029903392742,6.80691559349646
242,"0",0.0406449273932388,19.7367381611844
244,"0",0.0387184498184487,20.1449237368238
246,"1",0.080575703090481,7.19345339062485
248,"1",0.0628840539617354,13.7596065363498
249,"1",0.0678130042344428,16.1192064957943
250,"1",0.051229123730049,22.0191296622198
255,"0",0.0443738840203439,10.8955544423455
260,"0",0.0346537853055534,21.4329219851324
262,"1",0.0566060944452112,16.6773078214692
264,"0",0.0392677793030159,17.7985061967616
269,"0",0.028227778344064,27.1231839802084
279,"0",0.036307517574029,18.8088317943975
282,"0",0.033914520781919,20.1514215896384
288,"0",0.0377429197287796,16.8730633893108
290,"1",0.0611849614364785,10.6941912843476
294,"1",0.0630257891346475,14.7118015338204
303,"0",0.0329129267319163,17.5499991319905
309,"1",0.0524962983560178,10.4277671616501
311,"1",0.0605266611010861,8.32893102309615
316,"0",0.0472019211207865,16.3921750521721
317,"1",0.0861358625704492,7.84760662282933
319,"0",0.0369418135504454,20.0339218484714
321,"0",0.041377868013203,17.3300633323778
322,"1",0.0778419507545838,11.1218436570496
329,"0",0.0361404175249818,10.6229211113803
335,"1",0.0670326582955563,4.17775371963242
341,"0",0.0369684027987588,15.9605889241047
343,"0",0.0419146547293148,9.99786271856727
344,"1",0.0869887082816536,12.3976259391459
349,"0",0.0311512523489838,15.7606368833958
354,"0",0.0368770972260906,17.3566221349915
355,"0",0.0291586407765994,28.0145442464519
360,"0",0.0387503822509322,17.7934886900855
366,"0",0.0362548565235124,22.0006594283026
368,"0",0.046846114358169,16.6759280679081
371,"0",0.0298767392773233,26.0842566655916
374,"0",0.0456233917031464,16.4335530844116
379,"1",0.0770083236277208,6.5215550752293
380,"0",0.0398824393917485,16.6379916752283
384,"1",0.0614813192183673,8.15267581447213
387,"0",0.0262606433729523,27.1920112750624
389,"1",0.0514735675932669,11.2200662523948
391,"0",0.0472701135428556,15.7981511090201
392,"0",0.0435591072602082,16.4147509686857
395,"0",0.0368210558654387,21.2305839008623
396,"0",0.0389637990846581,15.8375172218313
399,"1",0.0720433273032888,18.1561030364704
402,"1",0.0841191786885132,5.32062893795568
403,"1",0.0792719791913078,5.52836824060766
404,"0",0.0221024305861024,28.6081790083178
405,"0",0.0476843441972165,46.1324273295806
407,"0",0.0237934286211279,26.2694441711009
411,"0",0.0470764675573193,13.8171278082247
413,"0",0.028181870975968,27.4263623678292
414,"1",0.0741055547095496,10.7665144141845
416,"1",0.0838913993738963,5.47610900782233
420,"0",0.0344577000789742,18.8637395788877
424,"0",0.0421617152140103,11.4897797216313
429,"1",0.0702377919907325,8.63572652649735
430,"0",0.0389483234271986,19.5309351034004
432,"0",0.0268607453282906,30.005716803583
435,"1",0.065322547134252,10.6195398247445
437,"0",0.0233199857833711,31.5693745886605
444,"0",0.0467989089679601,16.0974163704242
447,"0",0.0377951077322728,16.4590680048099
448,"0",0.0309196849558522,18.7153608845334
454,"1",0.0577377742294235,10.7359789134837
457,"0",0.0343683765350943,21.1036309671968
459,"0",0.0331249242462773,17.1887650313044
463,"1",0.0614258911686938,10.4458497869237
469,"1",0.0731729768980015,11.6991936778439
471,"0",0.0356012617659793,28.9006838058301
480,"0",0.0467504143272148,18.7459703849929
484,"0",0.0421094934768636,16.928620223619
487,"1",0.0548993279374006,16.0965517614587
490,"1",0.188704084303112,8.26422289142726
491,"0",0.0485235085139349,18.2672112539602
495,"1",0.0699934533300741,12.8836221148036
496,"0",0.0337500729889625,19.5276763587143
501,"0",0.0506085457014825,21.2888828275278
506,"0",0.0335625375356251,25.8461868114551
514,"1",0.0543505412364927,9.82085255318696
515,"0",0.0428704593808479,16.5080724349764
519,"1",0.0682025191568895,10.2601763620493
521,"1",0.0580854009398591,13.2785161952384
523,"0",0.031598847135036,17.576655412709
524,"1",0.0889554905226212,16.1970362822253
526,"0",0.0440837397852775,16.7868208628276
529,"0",0.0379381902198576,18.2105610407636
530,"1",0.0687773011016633,10.9578159005798
533,"1",0.0781170997207509,10.8823334722497
534,"0",0.0308369114209712,16.0173661693715
535,"0",0.0462784374563048,10.8541303413036
538,"1",0.0562994474193265,14.7045720960958
544,"0",0.0364881167013949,16.7179094455375
547,"0",0.0468821982322638,18.0452436265037
549,"1",0.0741551949829935,15.1831118301173
552,"0",0.0497347422692108,16.0164034868558
554,"1",0.0558879732906254,10.0372500703762
555,"0",0.0431219277137899,20.5407332791653
558,"0",0.0355503492674374,16.6074559752263
567,"0",0.0330975937375479,25.2825688938503
571,"1",0.0557757157184552,18.484067365048
572,"0",0.0431352360103827,11.2599391639787
574,"0",0.0341935019292871,28.8693409700924
577,"1",0.0927163931928862,13.5203490674163
580,"0",0.044888483229753,15.6582247860724
598,"0",0.0398214118523952,13.0160707951061
603,"1",0.081233544630246,6.04122016287709
604,"0",0.0449175940219675,17.9901398657845
606,"0",0.0272892396513453,27.5773761839445
607,"0",0.0450853621194826,19.6070862547338
609,"0",0.041719882595572,25.0082004048165
611,"0",0.0388698588034983,20.365277432289
619,"0",0.0415897495123832,20.215685461414
622,"0",0.0440366452721057,76.3430118409068
627,"1",0.0667471469304349,12.3936697296962
632,"0",0.0303972969863699,31.8876424860897
633,"1",0.0550815365992455,10.2238962728541
637,"0",0.0498232787806356,15.9849712773367
638,"0",0.0449813824888228,25.0209346386826
641,"0",0.0463703199509635,17.21512389077
643,"0",0.0403703297041437,19.747790883561
648,"0",0.0309096689193583,17.0459621173909
650,"1",0.0556994113758225,18.2484270031713
653,"0",0.0400283143351078,19.721746448421
656,"0",0.0437944237217062,17.1294024416629
664,"0",0.0322988431480814,20.4552128093631
669,"0",0.0494474595413811,13.9332053315657
674,"0",0.0401963578446449,18.9036562765282
677,"1",0.0760826487142293,3.39677757002909
682,"1",0.0889472171072986,10.4229680523997
684,"1",0.079392044940003,9.70432228605283
686,"0",0.0400808586576714,19.2976809735469
689,"0",0.0232556241034144,28.5670624284411
693,"1",0.0851690723340337,3.53609352208955
696,"0",0.0150432238772333,28.2208250400445
697,"0",0.0407282816752069,14.4167667550512
699,"0",0.0321094587153466,16.7852953803163
702,"0",0.0313959392695405,17.1523711076384
703,"0",0.0431552792071122,18.8789905070977
704,"1",0.0662571445017866,10.3447559927208
706,"0",0.0412358259063,25.9044792203645
713,"1",0.0623963424239312,4.98005236982065
716,"0",0.0232514668805072,32.0194203947639
721,"0",0.0420973109502186,21.4114662277103
723,"1",0.0843264256012229,4.24806799919544
727,"0",0.0432410787671138,26.4839051088513
728,"0",0.0502422518582206,24.5937999715738
733,"1",0.0786704696314419,4.50901180890554
734,"0",0.0331817055034987,15.8843996082083
736,"1",0.0822377996001714,8.97002633847261
742,"0",0.0347249098086547,19.9205244031662
749,"1",0.0641648421614971,10.6280478148788
752,"0",0.0381685680492981,24.1504461278122
753,"1",0.064229908316135,10.3207873972226
756,"1",0.0625582416861055,7.168309311918
757,"0",0.0279860130866185,20.3440396595267
761,"1",0.0518736462578378,15.4135406126079
769,"0",0.0392088740624004,25.3483660355826
779,"0",0.0387198694850929,17.769607420803
780,"1",0.0616221602647024,19.0099915792507
782,"1",0.0803802949760746,6.77340657553617
783,"0",0.037299315898602,17.3000124366855
785,"1",0.0511421103832343,13.4811054582208
790,"0",0.0239548034479449,28.5812543291454
793,"1",0.0787251405511153,18.4100606458012
795,"0",0.0238356676271607,27.6006857279309
797,"1",0.0712957630231513,25.8410042246429
801,"0",0.0330185794987807,19.6740744543584
802,"0",0.0493341625202331,103.880558081663
805,"0",0.0368720105883609,16.1201349165059
808,"0",0.0464977827628465,13.8351125366304
809,"0",0.0450858009138691,18.9160426210043
814,"0",0.0443798140822583,16.4195520722522
815,"0",0.048810332423384,19.3373197140703
819,"0",0.0240921737322954,27.7459494099506
820,"0",0.0343706046637164,16.4981199844543
824,"0",0.0428351417305804,26.0108556930488
828,"1",0.057028500692773,10.3580374972741
829,"1",0.0675117757340973,15.5658014333642
833,"1",0.0618927533672941,12.3169665454964
834,"1",0.0536416957177201,13.5676984597642
835,"1",0.0584206930869355,11.7970175787614
837,"1",0.0786335138091772,4.42361344116997
847,"0",0.034958011001238,17.101447040016
848,"1",0.0508757265764343,9.8136051439525
850,"1",0.0887693027738014,6.45119803517377
854,"0",0.0348585376165563,20.4443039806703
856,"0",0.0454801255262171,17.0947447349789
857,"0",0.0390032919011471,19.5186001645276
858,"1",0.0526239306698544,8.3603549181628
862,"0",0.0405713111957346,25.2879732857139
863,"0",0.0433553549256306,16.1944231889143
866,"1",0.10870303982512,7.10640708673355
867,"0",0.0431273527163697,26.8320364912489
871,"1",0.0703057282255061,10.4821252719432
875,"0",0.0376716429631611,28.3135419297504
877,"1",0.0753426284038266,9.02679850135927
884,"0",0.0460142347279088,16.5625046833019
900,"0",0.036721105822555,20.2078601974216
901,"1",0.0577181490094558,10.6534147006558
907,"1",0.0532628462873354,19.0092988016876
911,"1",0.0565916342839102,11.1676939581221
913,"1",0.0771959265837952,9.83601077687984
915,"0",0.0335635921219928,20.2124502710577
923,"0",0.0222965795329868,30.492732098595
924,"1",0.0542801312995096,17.7722998439949
925,"0",0.0416946154332325,15.2523902144729
927,"1",0.0825659080016788,6.06439313072292
928,"0",0.0483897630576573,44.054224818204
930,"0",0.030428524867443,16.9002374702639
931,"1",0.0571877305416893,7.62788039329339
932,"0",0.0267621956616878,65.4251411292858
934,"1",0.059550906155661,16.7177150513363
937,"1",0.0687245699380827,14.0635518375884
938,"1",0.0610921471050274,9.53341475859332
940,"1",0.0874982213140882,7.42036160153744
943,"1",0.0890605631477569,7.20866861542875
948,"0",0.0414156982584163,19.7568451247327
959,"1",0.0762921813320419,15.6255224825731
961,"1",0.0916766573889939,5.59042330572812
962,"0",0.0472036727397893,15.701116948385
964,"0",0.0497578075148041,28.2183561376887
965,"1",0.105528325085346,4.97091414033479
972,"0",0.0451687571887552,15.4062385101418
973,"1",0.0661804907753402,14.6796390815104
976,"1",0.0635132605428817,11.4298445971182
978,"0",0.0496964733740085,13.1978237190369
979,"1",0.0890972499006091,23.6867345255799
980,"1",0.0796188356570942,8.73255570351411
981,"0",0.0445748955369998,17.4453767137542
983,"0",0.0333897859220774,16.7781800001241
984,"1",0.0721686223825207,9.00765882692479
986,"0",0.0335090080086761,19.3102410763217
988,"1",0.0531358788844844,11.1606201150795
991,"0",0.0410806228011103,33.1674385538845
994,"0",0.0339663073013643,20.691840377905
996,"1",0.0525428136412727,18.8638746207557
997,"0",0.0467483340933018,17.8675647163139
998,"0",0.0277559581784424,26.8165519392826
1000,"0",0.0406021527974638,13.2555450184276
1002,"1",0.0606463003355328,11.7268089321942
1009,"0",0.0503070859000476,13.4754656397145
1010,"0",0.0320253405339302,21.5275399262353
1011,"0",0.0355675417725922,21.2428269700727
1015,"0",0.0414126864958204,16.2872705120605
1016,"1",0.0530543996338083,12.3333696701473
1022,"0",0.0442032983311628,16.7454605594939
1025,"0",0.0317751439303224,26.1011819489916
1027,"0",0.0376508841168111,16.9025844386919
1031,"1",0.0650879238535285,3.27894962936353
1034,"0",0.0388427455920589,19.9325821498052
1037,"0",0.0384786224557864,17.0371208448438
1040,"0",0.025307729974408,28.2745723373378
1047,"0",0.0385312403407638,18.8554712319824
1048,"0",0.0486620952983088,18.6964514801624
1070,"0",0.0401526375949818,16.991942183309
1074,"1",0.0596135009192466,11.7165938989645
1075,"1",0.0723404567936394,10.8133197116688
1078,"0",0.0323610619773621,29.6469791372029
1080,"1",0.0526448809004878,13.2059893765238
1083,"0",0.0274080100622881,16.9820949427306
1098,"1",0.0632057942282716,5.55214940789128
1100,"0",0.0398759231848589,19.9499758535314
1104,"0",0.0339465210746268,22.6782071823055
1105,"0",0.0270491382998907,17.3068129583358
1113,"0",0.0415266549707578,18.3820915734036
1117,"0",0.04036126039517,15.9595601042937
1120,"0",0.0269661202442019,30.2920616902902
1132,"0",0.0189298135872906,27.4224001522298
1152,"0",0.0272396451390628,20.5973621841786
1153,"1",0.0673029386592994,8.66077699162394
1158,"1",0.0783643357498561,25.2951196260088
1159,"1",0.0645870369953824,8.600649876916
1161,"0",0.0351439584277175,26.0996373006697
1164,"0",0.0407828058321152,17.3236727753527
1168,"0",0.0417748009575328,10.9933899657394
1169,"0",0.0276999328060369,20.630430517808
1170,"0",0.0243049890214162,31.3437310193613
1171,"0",0.0489545839555258,13.2561545141805
1172,"0",0.0359286986024005,20.3791044668322
1175,"0",0.0355175913773731,19.399713100952
1180,"0",0.0293551883477691,19.8740073040309
1183,"1",0.0688021678573398,12.2234356093223
1185,"0",0.0466504841163494,18.1729417467687
1189,"0",0.0333863897591474,19.9819967915882
1191,"1",0.0666846683716812,11.0881556668124
1193,"0",0.0419052000005483,16.3917036841363
1201,"0",0.0384634873948889,19.1154250317019
1211,"1",0.0874881630941879,7.69862718493256
1213,"1",0.0789870303325672,6.58202306055041
1216,"0",0.0209611727844195,27.2410697254216
1219,"1",0.10444012828774,5.77101695850569
1222,"1",0.0519440795352729,19.7894079511048
1225,"1",0.0810701074744185,9.97550085910188
1229,"1",0.0855459650377914,2.46522071342793
1231,"0",0.0416598405135015,17.4923211429815
